season,name,team,position,games_played,icetime,goalsFor,penaltiesFor,penalityMinutesFor,hitsFor,takeawaysFor,giveawaysFor,goalsAgainst,penaltiesAgainst,penalityMinutesAgainst
2022,Lindell-Hakanp,DAL,pairing,70,49810,40,50,109,374,98,119,33,44,95
2022,Leddy-Krug,STL,pairing,31,1736,3,0,0,8,4,3,1,4,8
2022,Rodrigues-Compher-Rantanen,COL,line,20,7113,4,9,18,35,11,12,5,4,8
2022,Werenski-Gudbranson,CBJ,pairing,13,2195,4,1,2,11,5,3,2,2,4
2022,Sheary-Strome-Ovechkin,WSH,line,35,16182,11,12,24,115,44,39,9,12,24
2022,Letang-Rutta,PIT,pairing,20,1014,1,0,0,16,1,4,0,2,4
2022,Cicek-Karlsson,SJS,pairing,13,1191,1,2,4,7,4,3,0,1,2
2022,Cotter-Roy-Kolesar,VGK,line,14,2438,3,1,2,30,8,4,1,1,2
2022,Kiersted-Ekblad,FLA,pairing,10,920,1,2,4,3,1,2,2,1,2
2022,Smith-Stephenson-Kessel,VGK,line,14,622,0,0,0,6,3,1,0,0,0
2022,Anderson-Dolan-Lizotte-Grundstrom,LAK,line,13,2244,3,1,2,26,3,12,2,1,2
2022,Anderson-Doughty,LAK,pairing,70,73656,51,69,152,505,110,164,42,93,194
2022,Dillon-Heinola,WPG,pairing,10,2241,1,3,6,18,6,6,4,2,4
2022,Deslauriers-Cates-Konecny,PHI,line,12,649,2,0,0,4,2,1,1,1,2
2022,Perron-Veleno-Berggren,DET,line,16,3662,1,3,6,19,8,6,1,7,16
2022,Hanifin-Tanev,CGY,pairing,55,15554,16,12,24,110,37,28,13,12,24
2022,Myers-Schenn,VAN,pairing,21,1504,1,3,6,11,6,2,0,0,0
2022,Tanev-Geekie-Donato,SEA,line,13,1688,0,4,8,14,7,1,2,3,6
2022,Middleton-Goligoski,MIN,pairing,14,767,1,0,0,3,1,1,1,1,2
2022,Tkachuk-Bennett-Cousins,FLA,line,12,1288,2,1,2,6,3,4,2,0,0
2022,Foudy-Sillinger-Bemstrom,CBJ,line,13,2839,1,2,4,15,6,3,3,1,2
2022,Tatar-Hughes-Bratt,NJD,line,32,1868,5,1,2,3,8,5,2,2,2
2022,Siegenthaler-Bahl,NJD,pairing,19,1122,0,2,4,10,2,4,0,0,0
2022,Carrier-Roy-Kessel,VGK,line,18,755,1,0,0,5,2,0,1,0,0
2022,Ruzicka-Lindholm-Toffoli,CGY,line,16,5163,6,9,24,38,17,14,3,9,24
2022,Boeser-Miller-Garland,VAN,line,15,2331,1,0,0,11,5,4,2,4,8
2022,Sundqvist-Suter-Zadina,DET,line,11,4436,4,5,8,25,7,8,1,3,6
2022,Foegele-Draisaitl-Hyman,EDM,line,14,2030,3,1,2,14,7,5,2,1,2
2022,Mccabe-Jones,CHI,pairing,38,28001,22,28,63,195,80,70,23,24,51
2022,Girard-Macdonald,COL,pairing,11,719,0,0,0,3,2,2,2,1,2
2022,Jarnkrok-Matthews-Marner,TOR,line,14,1600,2,2,4,13,4,5,0,1,2
2022,Niemelainen-Barrie,EDM,pairing,21,5655,5,6,12,61,8,28,4,9,20
2022,Robinson-Sillinger-Bemstrom,CBJ,line,10,1414,0,1,2,21,2,1,1,0,0
2022,Newhook-Compher-Kaut,COL,line,14,726,1,0,0,2,2,0,0,0,0
2022,Kerfoot-Tavares-Marner,TOR,line,27,4017,4,4,8,39,14,24,1,2,4
2022,Tatar-Hischier-Mercer,NJD,line,25,11582,13,5,10,38,25,31,7,8,16
2022,Lafrenire-Trocheck-Vesey,NYR,line,14,981,0,1,2,14,3,4,1,2,4
2022,Huberdeau-Kadri-Toffoli,CGY,line,23,1237,2,0,0,14,2,3,0,0,0
2022,Hertl-Bonino-Meier,SJS,line,10,1626,1,1,2,2,6,5,1,0,0
2022,Pilut-Fitzgerald,BUF,pairing,11,4442,3,4,8,19,8,6,6,5,10
2022,Chabot-Zub,OTT,pairing,37,27515,24,39,85,299,45,84,21,30,66
2022,Harpur-Mikkola,NYR,pairing,10,695,1,0,0,7,2,0,2,0,0
2022,Perron-Larkin-Raymond,DET,line,23,6626,2,3,6,40,12,17,5,9,16
2022,Forsberg-Parssinen-Duchene,NSH,line,20,2287,2,4,8,19,6,4,3,1,2
2022,Dillon-Pionk,WPG,pairing,63,32812,19,44,105,276,74,69,27,39,95
2022,Nyquist-Sillinger-Johnson,CBJ,line,11,1334,2,1,2,10,0,2,1,1,2
2022,Hagel-Point-Killorn,TBL,line,20,638,2,0,0,4,4,3,0,1,2
2022,Palat-Hischier-Mercer,NJD,line,14,1351,0,1,2,6,5,2,0,1,2
2022,Barron-Lowry-Gagner,WPG,line,18,3206,3,8,19,47,4,5,1,4,11
2022,Farabee-Cates-Macewen,PHI,line,11,662,0,0,0,6,1,0,0,1,0
2022,Olofsson-Cozens-Mittelstadt,BUF,line,15,1305,2,2,4,2,3,4,1,2,4
2022,Dahlin-Lyubushkin,BUF,pairing,43,3324,5,5,10,14,10,5,2,7,14
2022,Holden-Brannstrom,OTT,pairing,40,20304,10,26,64,221,45,53,13,36,89
2022,Mikkola-Schneider,NYR,pairing,16,6867,6,10,20,64,13,28,4,5,10
2022,Boeser-Pettersson-Mikheyev,VAN,line,14,3871,4,2,7,20,6,8,4,1,5
2022,Makar-Johnson,COL,pairing,29,1711,2,2,4,7,5,5,1,1,2
2022,Saad-O'Reilly-Acciari,STL,line,11,765,0,0,0,5,2,0,0,1,2
2022,Hunt-Makar,COL,pairing,20,1133,2,2,4,5,2,3,0,2,4
2022,Englund-Hunt,COL,pairing,27,7438,2,6,15,56,20,13,3,6,15
2022,Stanley-Pionk,WPG,pairing,12,1157,0,0,0,16,6,5,2,1,2
2022,Di Giuseppe-Miller-Boeser,VAN,line,11,5741,4,8,14,62,9,7,4,2,4
2022,Fleury-Bogosian,TBL,pairing,11,4543,0,7,14,52,9,14,6,2,4
2022,Tanev-Gourde-Donato,SEA,line,33,2503,2,2,7,33,4,6,1,3,9
2022,Tatar-Hischier-Bratt,NJD,line,25,8269,9,5,10,23,15,12,2,5,10
2022,Panarin-Trocheck-Tarasenko,NYR,line,15,2822,2,4,11,13,8,13,2,3,9
2022,Lucic-Lewis-Ritchie,CGY,line,14,3797,2,4,8,51,12,8,2,1,2
2022,Heinen-Crosby-Guentzel,PIT,line,19,845,1,0,0,9,2,2,1,0,0
2022,Fischer-Boyd-Keller,ARI,line,18,696,1,0,0,4,2,3,3,0,0
2022,Andersson-Weegar,CGY,pairing,55,13192,12,11,24,93,31,31,7,11,22
2022,Bellemare-Colton-Maroon,TBL,line,11,1060,0,1,2,12,0,2,1,1,2
2022,Boldy-Hartman-Gaudreau,MIN,line,14,5642,3,8,19,29,13,9,6,7,17
2022,Podkolzin-Miller-Garland,VAN,line,11,3305,1,3,6,28,7,8,3,3,6
2022,Kubalik-Larkin-Raymond,DET,line,22,5256,2,3,6,36,9,13,5,4,8
2022,Barbashev-Schenn-Kyrou,STL,line,22,4212,4,3,6,28,10,9,0,4,8
2022,De Haan-Burns,CAR,pairing,18,698,0,0,0,1,2,1,0,1,2
2022,Lee-Horvat-Palmieri,NYI,line,11,878,1,0,0,8,1,1,0,2,4
2022,Robertson-Pavelski-Faksa,DAL,line,33,1238,1,3,6,7,2,6,0,1,2
2022,Gaudreau-Roslovic-Laine,CBJ,line,26,5514,5,6,12,27,17,18,5,10,18
2022,Vesey-Goodrow-Lafrenire,NYR,line,10,771,0,1,2,8,1,3,0,0,0
2022,Miller-Horvat-Mikheyev,VAN,line,13,1118,2,0,0,9,1,3,0,0,0
2022,Khaira-Dickinson-Blackwell,CHI,line,10,4227,2,4,11,29,14,16,4,6,15
2022,Fehervary-Van Riemsdyk,WSH,pairing,44,4878,3,1,2,41,9,10,5,3,6
2022,Cotter-Eichel-Kessel,VGK,line,19,644,0,0,0,9,3,1,2,0,0
2022,Lindell-Miller,DAL,pairing,43,4805,4,3,6,24,8,13,1,2,4
2022,Stephenson-Howden-Stone,VGK,line,10,3991,3,3,6,19,8,7,1,3,4
2022,Graves-Hamilton,NJD,pairing,53,3482,3,1,2,16,8,11,4,6,12
2022,Sttzle-Tkachuk-Joseph,OTT,line,17,4289,7,9,24,40,11,19,3,6,18
2022,Panarin-Trocheck-Kakko,NYR,line,28,1416,0,1,2,14,5,2,1,1,2
2022,Krug-Bortuzzo,STL,pairing,21,3035,1,3,6,32,8,7,2,1,2
2022,Mayo-Stecher,ARI,pairing,11,945,0,0,0,10,2,1,2,3,6
2022,Chatfield-Coghlan,CAR,pairing,12,5222,2,8,16,36,15,7,5,4,8
2022,Crouse-Boyd-Maccelli,ARI,line,17,661,1,1,2,3,2,2,1,0,0
2022,Olofsson-Jost-Mittelstadt,BUF,line,29,13136,11,6,12,40,19,22,15,9,18
2022,Armia-Evans-Dadonov,MTL,line,13,2768,3,3,9,26,3,11,2,2,7
2022,Van Riemsdyk-Frost-Tippett,PHI,line,33,15310,16,11,22,109,31,41,16,9,18
2022,Dumoulin-Petry,PIT,pairing,48,11508,9,12,22,166,22,28,12,6,14
2022,Rosen-Tucker,STL,pairing,15,8311,6,13,38,72,24,11,5,14,40
2022,Skjei-Pesce,CAR,pairing,67,65019,46,71,149,305,176,158,37,75,159
2022,Bouchard-Desharnais,EDM,pairing,15,1101,0,0,0,5,1,7,0,1,2
2022,Rodrigues-Cogliano-O'Connor,COL,line,13,623,0,0,0,4,2,1,1,0,0
2022,Schwartz-Wennberg-Bjorkstrand,SEA,line,29,10690,6,11,22,52,23,13,6,9,18
2022,Peterka-Cozens-Quinn,BUF,line,41,19568,15,28,59,80,47,40,20,20,43
2022,Boqvist-Haula-Mercer,NJD,line,11,779,2,0,0,3,0,4,0,2,4
2022,Hall-Coyle-Pastrnak,BOS,line,26,1105,0,1,2,6,0,2,2,1,2
2022,Barbashev-Schenn-Acciari,STL,line,11,3403,3,3,9,32,4,10,1,3,9
2022,Zboril-Carlo,BOS,pairing,11,2540,1,6,15,23,9,3,1,1,5
2022,Power-Fitzgerald,BUF,pairing,16,1598,3,2,4,6,5,7,0,2,4
2022,Kostin-Shore-Ryan,EDM,line,19,6317,4,5,13,59,11,13,2,7,17
2022,Lucchini-Kelly-Gambrell,OTT,line,10,4225,0,7,20,60,7,6,1,9,27
2022,Byram-Hunt,COL,pairing,16,1306,1,2,4,7,2,1,2,1,2
2022,Trenin-Johansen-Duchene,NSH,line,13,2728,2,4,8,16,1,7,1,0,0
2022,Kulak-Desharnais,EDM,pairing,25,8548,8,16,38,58,22,19,7,10,26
2022,Vesey-Trocheck-Panarin,NYR,line,29,4912,7,5,10,41,11,18,3,2,4
2022,Johnson-Sillinger-Marchenko,CBJ,line,16,4582,2,7,14,21,9,14,2,5,10
2022,Keller-Mcbain-Kassian,ARI,line,14,941,0,2,7,11,3,5,1,2,7
2022,Dumoulin-Pettersson,PIT,pairing,44,2498,6,1,2,17,3,7,3,2,4
2022,Walman-Oesterle,DET,pairing,23,9277,7,8,16,58,13,14,2,10,20
2022,Necas-Aho-Jarvis,CAR,line,11,4540,5,4,8,23,15,6,0,3,6
2022,Parise-Pageau-Palmieri,NYI,line,24,6402,6,4,8,67,7,22,3,3,6
2022,Comtois-Strome-Zegras,ANA,line,20,4536,6,5,16,21,5,12,4,8,22
2022,Wolanin-Myers,VAN,pairing,11,2128,1,3,6,15,3,4,1,1,2
2022,Power-Clague,BUF,pairing,25,10148,6,7,14,47,20,18,9,10,20
2022,Gavrikov-Bjork,CBJ,pairing,26,15450,11,17,34,112,32,31,9,13,26
2022,Lee-Nelson-Palmieri,NYI,line,30,6968,8,7,17,47,14,25,3,12,27
2022,Lindblom-Lorentz-Nieto,SJS,line,13,2234,3,3,6,18,4,2,2,0,0
2022,Martin-Cizikas-Fasching,NYI,line,29,9207,5,8,19,114,12,17,6,3,9
2022,Suter-Hanley,DAL,pairing,17,5957,6,2,4,33,12,15,2,3,6
2022,Tuch-Thompson-Peterka,BUF,line,28,1239,1,0,0,3,3,4,2,0,0
2022,Mccabe-Jones,CHI,pairing,35,10383,10,13,28,87,24,28,10,12,24
2022,Duchene-Glass-Niederreiter,NSH,line,19,1775,3,0,0,10,5,3,2,1,2
2022,Zegras-Strome-Vatrano,ANA,line,22,4291,2,6,12,29,3,11,8,5,10
2022,Tanev-Gourde-Geekie,SEA,line,19,1305,2,2,4,8,1,3,0,0,0
2022,Gavrikov-Bean,CBJ,pairing,11,754,1,0,0,4,0,1,1,0,0
2022,Nosek-Frederic-Smith,BOS,line,10,969,1,0,0,5,1,1,0,0,0
2022,Boqvist-Mcleod-Bastian,NJD,line,10,776,0,0,0,6,0,1,0,1,2
2022,Tavares-Matthews-Nylander,TOR,line,18,837,1,0,0,6,3,2,1,0,0
2022,Guhle-Harris,MTL,pairing,25,1761,1,0,0,2,1,6,1,1,2
2022,Kuzmenko-Pettersson-Beauvillier,VAN,line,19,10980,11,13,32,61,25,23,9,12,30
2022,Duhaime-Dewar-Reaves,MIN,line,11,3896,2,10,20,56,5,9,1,5,13
2022,Farabee-Laughton-Allison,PHI,line,13,2360,1,4,11,32,3,10,0,3,9
2022,Martinook-Kotkaniemi-Fast,CAR,line,28,1339,1,1,2,9,3,4,0,0,0
2022,Gavrikov-Blankenburg,CBJ,pairing,12,1545,0,0,0,15,2,3,2,3,6
2022,Clague-Lyubushkin,BUF,pairing,15,4585,2,3,6,30,7,16,5,7,14
2022,Guentzel-Crosby-Kapanen,PIT,line,16,760,1,1,2,9,1,4,1,2,4
2022,Samuelsson-Clague,BUF,pairing,13,3098,3,3,6,24,4,5,2,2,4
2022,Kiviranta-Glendening-Dellandrea,DAL,line,21,1528,0,2,4,8,2,4,1,2,4
2022,Skinner-Thompson-Tuch,BUF,line,55,32910,40,37,77,126,77,78,29,38,76
2022,Forsling-Gudas,FLA,pairing,59,7104,5,15,33,60,12,16,4,10,23
2022,Goligoski-Addison,MIN,pairing,15,2296,0,2,4,17,4,2,5,6,12
2022,Coleman-Backlund-Lewis,CGY,line,20,5396,3,10,18,56,17,17,5,6,12
2022,Soucy-Larsson,SEA,pairing,49,2600,2,4,8,14,4,2,0,2,4
2022,Mcnabb-Korczak,VGK,pairing,10,8725,7,4,8,96,23,15,9,3,6
2022,Heinen-Malkin-Zucker,PIT,line,17,1018,1,2,4,12,2,2,2,0,0
2022,Mccann-Wennberg-Burakovsky,SEA,line,12,649,1,0,0,7,2,2,0,0,0
2022,Connor-Scheifele-Appleton,WPG,line,20,9387,6,9,21,61,17,24,9,13,29
2022,Hagel-Paul-Killorn,TBL,line,26,1894,2,2,4,14,6,7,1,6,12
2022,Wood-Mcleod-Boqvist,NJD,line,14,1943,2,3,6,16,7,4,2,3,6
2022,Beauvillier-Pageau-Parise,NYI,line,16,1304,1,0,0,14,4,2,1,1,2
2022,Hronek-Lindstrom,DET,pairing,19,705,1,3,6,9,0,2,1,4,8
2022,Iafallo-Lizotte-Vilardi,LAK,line,17,7848,8,8,16,38,13,8,1,12,24
2022,Lehkonen-Mackinnon-O'Connor,COL,line,20,642,1,4,8,8,5,1,0,2,4
2022,Tinordi-Murphy,CHI,pairing,36,27323,11,26,53,262,65,76,16,32,67
2022,Girard-Johnson,COL,pairing,42,19102,9,20,42,116,36,27,12,13,26
2022,Dach-Suzuki-Caufield,MTL,line,33,21637,22,24,48,98,39,74,23,18,38
2022,Hyman-Draisaitl-Mcdavid,EDM,line,47,17601,27,16,32,95,49,66,14,25,48
2022,Greenway-Eriksson Ek-Foligno,MIN,line,27,13493,7,17,42,137,27,25,9,19,44
2022,Ritchie-Boyd-Fischer,ARI,line,34,10610,6,13,32,103,19,24,11,5,13
2022,Hoffman-Suzuki-Caufield,MTL,line,10,877,1,2,7,2,2,2,0,2,7
2022,Mcginn-Carter-Kapanen,PIT,line,24,9801,6,12,24,92,18,27,8,8,16
2022,Schmidt-Stanley,WPG,pairing,17,7897,4,9,23,60,18,26,3,4,11
2022,Hagel-Point-Kucherov,TBL,line,66,35161,36,44,94,155,110,111,29,40,89
2022,Ekholm-Lauzon,NSH,pairing,29,8020,1,9,18,88,14,18,8,8,16
2022,Chychrun-Stecher,ARI,pairing,17,758,0,0,0,1,2,3,0,2,4
2022,Pelletier-Kadri-Huberdeau,CGY,line,17,9158,5,5,13,52,20,27,7,14,31
2022,Laughton-Frost-Tippett,PHI,line,11,1445,0,2,4,6,2,3,2,1,2
2022,Toews-Macdonald,COL,pairing,12,867,0,0,0,7,3,3,1,1,2
2022,Tkachuk-Bennett-Verhaeghe,FLA,line,48,19037,22,24,50,121,40,50,12,23,46
2022,Smith-Okhotiuk,NJD,pairing,10,4237,1,6,13,49,6,16,2,4,11
2022,Heiskanen-Hakanp,DAL,pairing,58,4058,3,6,15,26,11,15,3,6,15
2022,Palat-Hughes-Bratt,NJD,line,20,2006,3,0,0,9,5,6,4,1,2
2022,Svechnikov-Sturm-Bonino,SJS,line,14,3797,3,2,4,32,11,9,3,2,4
2022,Mccann-Wennberg-Eberle,SEA,line,20,2010,2,1,2,15,3,3,1,1,2
2022,Smith-Hamilton,NJD,pairing,39,5084,2,4,8,19,8,14,5,3,6
2022,Edmundson-Barron,MTL,pairing,13,6132,8,5,10,58,9,22,10,6,12
2022,Eichel-Stephenson-Stone,VGK,line,25,15223,18,8,16,81,43,45,7,14,26
2022,Mayfield-Dobson,NYI,pairing,36,2694,3,0,0,25,6,5,0,2,4
2022,Comtois-Mctavish-Leason,ANA,line,16,3444,0,8,22,24,4,19,4,6,18
2022,Huberdeau-Backlund-Coleman,CGY,line,12,5583,4,7,17,42,13,7,3,3,9
2022,Lindholm-Clifton,BOS,pairing,62,15595,17,17,40,119,29,44,3,38,84
2022,Zadorov-Weegar,CGY,pairing,43,19737,12,32,67,176,39,44,10,23,49
2022,Sanderson-Brannstrom,OTT,pairing,37,1511,3,1,2,12,4,4,0,2,4
2022,Marino-Severson,NJD,pairing,43,3504,2,3,6,22,7,6,3,5,10
2022,Klingberg-Shattenkirk,ANA,pairing,22,755,0,1,2,1,1,1,1,0,0
2022,Tucker-Parayko,STL,pairing,16,1806,2,0,0,15,4,5,3,1,2
2022,Megna-Vlasic,SJS,pairing,34,1857,1,3,6,16,5,2,3,4,8
2022,Schneider-Fox,NYR,pairing,50,3254,2,5,16,21,10,11,1,6,21
2022,Bertuzzi-Copp-Raymond,DET,line,11,2845,3,0,0,11,5,5,2,1,2
2022,Burakovsky-Wennberg-Bjorkstrand,SEA,line,13,7625,5,7,14,39,28,10,3,4,8
2022,Mikkola-Faulk,STL,pairing,43,8005,6,8,16,68,18,29,7,8,16
2022,Gostisbehere-Nemeth,ARI,pairing,22,784,1,1,2,8,3,1,1,1,4
2022,Donato-Geekie-Sprong,SEA,line,24,5570,5,2,7,54,18,16,5,2,7
2022,Fowler-Benoit,ANA,pairing,29,5284,1,9,18,30,8,12,5,9,18
2022,Montour-Gudas,FLA,pairing,28,1509,3,2,4,10,1,6,0,6,12
2022,Peeke-Boqvist,CBJ,pairing,21,2501,0,2,4,13,4,5,4,1,2
2022,Mangiapane-Backlund-Coleman,CGY,line,46,23890,21,21,44,158,53,58,8,23,46
2022,Joshua-Aman-Podkolzin,VAN,line,12,1239,0,3,9,13,1,2,1,2,7
2022,Samberg-Demelo,WPG,pairing,40,9835,5,7,14,67,21,22,3,12,24
2022,Lafrenire-Trocheck-Panarin,NYR,line,18,9346,7,11,22,74,23,35,10,6,12
2022,Samuelsson-Jokiharju,BUF,pairing,34,2786,1,2,4,12,3,4,4,3,6
2022,Hagel-Cirelli-Killorn,TBL,line,31,8966,10,14,31,62,31,22,4,16,35
2022,Krug-Parayko,STL,pairing,40,4812,4,5,16,29,11,10,5,8,22
2022,Ovechkin-Kuznetsov-Wilson,WSH,line,13,5550,5,8,19,46,9,16,8,2,7
2022,Provorov-Deangelo,PHI,pairing,59,24843,18,27,63,224,28,58,20,29,67
2022,Theodore-Hague,VGK,pairing,38,2913,2,4,13,24,8,7,5,1,5
2022,Compher-Mackinnon-Rantanen,COL,line,30,2593,5,4,8,8,5,9,1,3,6
2022,Berni-Peeke,CBJ,pairing,37,5379,3,7,14,57,11,15,4,2,4
2022,Gustafsson-Van Riemsdyk,WSH,pairing,56,28544,25,25,56,196,62,87,17,26,58
2022,Brodie-Timmins,TOR,pairing,14,9369,10,5,10,41,21,24,7,8,16
2022,Hagel-Stamkos-Kucherov,TBL,line,16,971,0,1,2,5,4,5,1,2,4
2022,Peeke-Bjork,CBJ,pairing,20,2053,0,1,2,23,2,2,2,2,4
2022,Pettersson-Rutta,PIT,pairing,42,9881,7,3,6,80,35,20,9,6,12
2022,Hughes-Stillman,VAN,pairing,20,1240,0,1,2,6,4,2,2,2,4
2022,Milano-Kuznetsov-Oshie,WSH,line,16,5354,3,10,23,32,18,12,6,6,15
2022,Caufield-Suzuki-Anderson,MTL,line,19,3797,6,3,6,27,8,16,6,2,4
2022,Jarvis-Kotkaniemi-Svechnikov,CAR,line,19,2888,1,5,10,17,6,3,2,5,10
2022,Boldy-Gaudreau-Greenway,MIN,line,15,2017,2,2,4,12,5,2,1,1,2
2022,Verhaeghe-Luostarinen-Reinhart,FLA,line,11,1472,3,0,0,7,8,3,0,1,2
2022,Katchouk-Khaira-Anderson,CHI,line,12,5734,6,6,13,69,16,17,3,12,27
2022,Graves-Marino,NJD,pairing,53,42070,25,32,67,202,89,101,19,36,75
2022,Lucic-Rooney-Ritchie,CGY,line,12,4879,3,12,27,59,9,14,4,13,29
2022,Gavrikov-Berni,CBJ,pairing,19,1219,0,0,0,9,1,2,2,2,4
2022,Lee-Nelson-Holmstrom,NYI,line,10,1983,0,2,4,10,7,6,2,2,4
2022,Marner-Matthews-Nylander,TOR,line,32,1759,2,2,4,7,5,6,0,1,2
2022,Kaprizov-Boldy-Zuccarello,MIN,line,43,4636,1,8,19,19,9,13,2,8,16
2022,Walman-Seider,DET,pairing,44,27490,19,34,68,167,41,50,14,29,60
2022,Barbashev-Eichel-Marchessault,VGK,line,11,7669,8,6,15,54,17,27,5,6,15
2022,Lemieux-Lizotte-Kaliyev,LAK,line,12,3114,4,11,25,30,5,6,3,9,21
2022,Gadjovich-Lorentz-Svechnikov,SJS,line,12,1701,0,4,11,31,7,2,0,4,11
2022,Parise-Barzal-Wahlstrom,NYI,line,16,2148,1,3,6,14,7,2,1,2,4
2022,Deslauriers-Brown-Macewen,PHI,line,20,7833,2,13,32,149,12,12,7,10,26
2022,Harpur-Trouba,NYR,pairing,19,2940,1,3,6,20,11,5,1,2,4
2022,Sergachev-Cernak,TBL,pairing,57,11301,7,14,28,83,25,26,8,22,44
2022,Staal-Gudas,FLA,pairing,55,4315,1,12,24,42,6,4,4,10,22
2022,Erne-Rasmussen-Sundqvist,DET,line,10,3416,2,3,6,40,3,4,4,2,4
2022,Smith-Marino,NJD,pairing,21,2500,1,1,2,11,5,6,2,4,8
2022,Tanev-Beniers-Eberle,SEA,line,25,788,0,2,4,10,3,0,0,2,4
2022,Mcdavid-Draisaitl-Yamamoto,EDM,line,12,1794,1,3,9,6,2,4,1,1,5
2022,Necas-Aho-Svechnikov,CAR,line,25,2565,4,4,8,15,5,5,3,2,4
2022,Barzal-Cizikas-Bailey,NYI,line,11,2397,3,1,2,19,8,6,0,1,2
2022,Carrier-Howden-Kolesar,VGK,line,13,2433,3,2,4,33,8,3,1,1,2
2022,Lauzon-Josi,NSH,pairing,44,3613,2,6,15,38,7,4,3,4,11
2022,Larsson-Borgen,SEA,pairing,48,2274,1,3,6,16,8,2,2,4,8
2022,Malgin-Newhook-Rodrigues,COL,line,12,2388,1,2,4,18,10,3,1,3,6
2022,De Haan-Chatfield,CAR,pairing,49,29195,25,41,85,215,67,64,17,25,51
2022,Dries-Boeser-Garland,VAN,line,19,3233,2,6,17,26,7,5,1,3,9
2022,Cogliano-Meyers-O'Connor,COL,line,19,3897,1,9,24,27,9,6,6,3,12
2022,Engvall-Kampf-Kerfoot,TOR,line,29,8928,5,12,29,38,17,21,4,6,12
2022,Hedman-Foote,TBL,pairing,21,5510,3,6,12,34,16,13,2,10,22
2022,Dunn-Larsson,SEA,pairing,69,70231,71,64,140,471,208,160,53,64,146
2022,Myers-Burroughs,VAN,pairing,24,6315,3,10,25,45,13,8,4,7,17
2022,Forbort-Mcavoy,BOS,pairing,41,4348,5,3,8,33,7,15,3,4,8
2022,Milano-Strome-Sheary,WSH,line,17,774,0,1,2,4,1,0,2,0,0
2022,Kane-Mcdavid-Draisaitl,EDM,line,21,3488,1,8,16,35,9,14,3,7,14
2022,Ruzicka-Backlund-Coleman,CGY,line,14,4854,4,6,12,34,14,19,2,8,16
2022,Kiviranta-Johnston-Dellandrea,DAL,line,11,728,0,1,2,8,2,1,1,0,0
2022,Moser-Valimaki,ARI,pairing,61,18149,13,35,70,128,27,45,15,19,38
2022,Dunn-Oleksiak,SEA,pairing,39,2160,3,3,6,12,9,0,0,3,6
2022,Hyman-Nugent-Hopkins-Yamamoto,EDM,line,10,683,1,0,0,3,4,2,1,1,2
2022,Jonsson-Fjallby-Lowry-Maenalanen,WPG,line,17,4473,1,6,15,48,6,13,1,4,11
2022,Kane-Mcdavid-Puljujarvi,EDM,line,13,751,0,1,2,12,1,5,2,0,0
2022,Deslauriers-Frost-Tippett,PHI,line,12,809,0,1,2,11,0,4,1,1,2
2022,Svechnikov-Kotkaniemi-Noesen,CAR,line,11,2116,0,5,13,12,6,7,0,2,4
2022,Mccabe-Murphy,CHI,pairing,44,4410,5,7,17,27,7,12,1,5,13
2022,Matheson-Edmundson,MTL,pairing,19,2319,1,4,10,13,5,14,5,2,4
2022,Kurashev-Toews-Raddysh,CHI,line,33,17808,9,12,29,88,46,48,18,14,31
2022,Chychrun-Moser,ARI,pairing,17,742,0,1,5,4,1,0,0,0,0
2022,Foudy-Kuraly-Olivier,CBJ,line,17,6429,2,10,23,81,10,6,8,2,7
2022,Kiviranta-Glendening-Faksa,DAL,line,31,11401,4,21,52,110,10,20,7,13,32
2022,Lindholm-Grzelcyk,BOS,pairing,20,3550,4,4,8,23,5,8,2,4,8
2022,Miller-Trouba,NYR,pairing,67,56887,42,54,114,528,134,193,51,53,112
2022,Bunting-Tavares-Marner,TOR,line,27,4831,5,7,14,35,15,28,0,4,8
2022,Barron-Stenlund-Kuhlman,WPG,line,15,2147,1,2,4,13,7,8,1,0,0
2022,Ferraro-Macdonald,SJS,pairing,12,6538,3,9,21,48,19,13,6,7,17
2022,Forsling-Mahura,FLA,pairing,26,2467,1,2,4,10,1,8,0,3,6
2022,Kreider-Goodrow-Zibanejad,NYR,line,19,881,0,0,0,9,0,8,1,0,0
2022,Gustafsson-Alexeyev,WSH,pairing,10,685,2,1,2,3,2,4,0,0,0
2022,Joshua-Aman-Garland,VAN,line,18,5372,3,8,19,44,4,12,3,4,11
2022,Tkachuk-Giroux-Pinto,OTT,line,23,1101,2,0,0,14,1,3,0,1,2
2022,Maatta-Chiarot,DET,pairing,52,9951,0,9,18,60,12,22,10,11,22
2022,Farabee-Frost-Konecny,PHI,line,23,1387,3,0,0,8,0,1,2,6,12
2022,Toews-Hunt,COL,pairing,31,1958,1,1,2,7,6,3,1,1,2
2022,Doughty-Durzi,LAK,pairing,41,2161,3,3,6,7,3,5,2,8,19
2022,Dillon-Demelo,WPG,pairing,59,9614,6,10,23,81,26,20,6,13,29
2022,Skjei-Chatfield,CAR,pairing,27,853,1,1,2,1,7,6,0,1,2
2022,Lee-Nelson-Fasching,NYI,line,10,1503,1,3,6,5,6,4,1,1,2
2022,Guenther-Boyd-Keller,ARI,line,13,1791,0,6,15,13,5,8,1,4,11
2022,Sheary-Strome-Oshie,WSH,line,10,1376,1,0,0,16,3,8,3,0,0
2022,Chychrun-Nemeth,ARI,pairing,15,822,0,0,0,9,2,1,0,0,0
