season,name,team,position,games_played,icetime,goalsFor,penaltiesFor,penalityMinutesFor,hitsFor,takeawaysFor,giveawaysFor,goalsAgainst,penaltiesAgainst,penalityMinutesAgainst
2022,Vatrano-Mctavish-Leason,ANA,line,15,2032,0,4,8,9,6,5,4,4,8
2022,Girgensons-Krebs-Okposo,BUF,line,42,18927,8,21,48,131,27,28,12,15,36
2022,Johnston-Benn-Dellandrea,DAL,line,48,18012,26,17,40,123,42,49,13,19,42
2022,Rosen-Parayko,STL,pairing,28,3897,2,4,8,23,9,11,2,6,12
2022,Bryson-Fitzgerald,BUF,pairing,12,2901,1,0,0,14,5,1,4,2,4
2022,Cogliano-Mackinnon-Rantanen,COL,line,20,626,0,0,0,8,2,1,0,0,0
2022,Maroon-Bellemare-Perry,TBL,line,26,6647,1,10,23,70,14,17,6,13,29
2022,Kiviranta-Seguin-Dellandrea,DAL,line,11,4080,0,6,12,33,10,8,3,4,8
2022,Johansson-Eller-Mantha,WSH,line,23,5914,3,3,8,27,14,10,4,5,13
2022,Rodrigues-Newhook-Nichushkin,COL,line,12,5025,4,12,27,35,12,16,3,7,17
2022,Martinook-Aho-Fast,CAR,line,24,643,1,0,0,3,4,1,0,1,2
2022,Jones-Lundestrom-Leason,ANA,line,15,726,0,3,6,5,4,0,1,2,4
2022,Kreider-Zibanejad-Kakko,NYR,line,32,13552,10,5,10,76,25,45,6,11,22
2022,Fabbri-Veleno-Berggren,DET,line,11,2502,0,5,10,18,2,5,2,5,10
2022,Mahura-Gudas,FLA,pairing,60,38134,30,49,106,398,68,90,19,54,114
2022,Dumoulin-Friedman,PIT,pairing,10,5166,2,4,11,36,6,6,5,10,25
2022,Siegenthaler-Marino,NJD,pairing,43,2727,2,2,4,11,4,2,3,1,0
2022,Panarin-Chytil-Kakko,NYR,line,19,2001,1,0,0,12,3,6,2,3,14
2022,Nurse-Ceci,EDM,pairing,71,57694,40,75,164,391,155,192,44,62,136
2022,Granlund-Glass-Niederreiter,NSH,line,16,5115,3,6,12,34,5,10,2,4,8
2022,Holloway-Mcleod-Foegele,EDM,line,15,1944,3,2,6,9,4,4,0,1,2
2022,Suter-Hakanp,DAL,pairing,62,7908,4,16,37,50,17,23,8,7,17
2022,Sergachev-Perbix,TBL,pairing,55,27643,26,26,61,194,68,62,19,29,69
2022,Kuzmenko-Pettersson-Boeser,VAN,line,20,3016,4,1,2,18,5,8,3,3,6
2022,Gavrikov-Boqvist,CBJ,pairing,13,4317,4,3,9,27,9,7,5,2,7
2022,Forsberg-Parssinen-Sissons,NSH,line,10,3267,6,4,8,42,7,5,1,5,10
2022,Tanev-Gourde-Bjorkstrand,SEA,line,24,5222,3,10,25,41,17,8,3,9,23
2022,Barron-Lowry-Kuhlman,WPG,line,17,5761,2,9,24,53,4,13,2,11,28
2022,Robinson-Kuraly-Olivier,CBJ,line,43,22955,13,40,104,308,39,31,16,23,70
2022,Raymond-Copp-Berggren,DET,line,12,2452,3,2,6,14,1,3,1,3,6
2022,Jarnkrok-Tavares-Nylander,TOR,line,17,2181,4,3,9,14,10,8,1,2,7
2022,Hayes-Cates-Tippett,PHI,line,14,1076,1,2,7,7,4,1,1,5,13
2022,Bonino-Sturm-Kunin,SJS,line,13,4629,4,8,22,34,9,10,6,8,19
2022,Edmundson-Kovacevic,MTL,pairing,21,1069,1,2,4,10,2,4,0,1,2
2022,Mahura-Ekblad,FLA,pairing,37,3978,1,4,8,18,8,6,4,2,4
2022,Laine-Roslovic-Nyquist,CBJ,line,12,3684,2,3,6,15,5,4,3,2,4
2022,Slavin-De Haan,CAR,pairing,32,1714,0,0,0,17,4,8,3,3,6
2022,Wolanin-Burroughs,VAN,pairing,13,7678,2,8,22,70,9,19,1,13,32
2022,Pelech-Mayfield,NYI,pairing,49,11664,3,10,23,88,22,30,8,15,33
2022,Ekholm-Josi,NSH,pairing,52,6929,3,5,10,43,13,15,5,3,6
2022,Vesey-Zibanejad-Panarin,NYR,line,19,3093,2,2,4,17,5,16,3,1,2
2022,Maatta-Hronek,DET,pairing,47,26669,21,29,59,206,47,62,11,31,68
2022,Panarin-Trocheck-Goodrow,NYR,line,26,5813,2,8,16,37,14,24,4,5,10
2022,Labanc-Hertl-Meier,SJS,line,41,21287,25,26,52,118,43,65,18,14,28
2022,Aho-Dobson,NYI,pairing,51,25651,25,19,38,181,42,81,19,27,54
2022,Krug-Mikkola,STL,pairing,20,741,0,0,0,3,3,0,1,0,0
2022,Toews-Makar,COL,pairing,53,41322,40,34,71,176,98,79,22,62,129
2022,Holloway-Draisaitl-Hyman,EDM,line,13,1488,0,0,0,10,4,5,2,1,0
2022,Joseph-Rutta,PIT,pairing,35,11872,8,10,25,108,34,31,3,10,23
2022,Mcnabb-Miromanov,VGK,pairing,12,7196,3,6,18,36,18,13,7,6,15
2022,Amadio-Stephenson-Stone,VGK,line,11,5680,6,2,4,30,31,8,3,3,6
2022,Josi-Fabbro,NSH,pairing,60,17259,12,26,68,128,21,34,9,30,64
2022,Deslauriers-Brown-Allison,PHI,line,11,1190,0,1,2,29,2,4,0,1,2
2022,Suter-Lundkvist,DAL,pairing,53,25758,16,23,54,176,57,69,19,31,76
2022,Simek-Benning,SJS,pairing,23,1692,0,5,10,20,3,4,1,5,10
2022,Boldy-Gaudreau-Foligno,MIN,line,13,1500,1,2,7,14,5,1,0,2,7
2022,Sanheim-Braun,PHI,pairing,41,18266,8,24,60,161,28,42,9,26,64
2022,O'Brien-Bjugstad-Fischer,ARI,line,13,2057,0,3,9,27,1,9,0,4,11
2022,Johnson-Hunt,COL,pairing,10,4353,1,10,20,17,11,7,2,7,14
2022,Shaw-Dewar-Reaves,MIN,line,37,14919,7,21,57,168,19,37,11,11,34
2022,Skinner-Thompson-Okposo,BUF,line,27,2921,5,2,4,23,5,7,3,3,6
2022,Nurse-Desharnais,EDM,pairing,20,2639,2,2,7,31,2,12,1,2,7
2022,Burakovsky-Beniers-Eberle,SEA,line,18,8696,10,8,16,61,20,22,5,11,22
2022,Niederreiter-Johansen-Tolvanen,NSH,line,10,2579,1,5,10,33,4,5,2,0,0
2022,Provorov-Seeler,PHI,pairing,35,1569,3,0,0,12,3,6,0,1,2
2022,Megna-Benning,SJS,pairing,26,1808,0,0,0,12,4,6,4,1,2
2022,Harris-Wideman,MTL,pairing,17,2069,3,3,9,10,1,8,1,5,13
2022,Oleksiak-Borgen,SEA,pairing,52,23460,16,27,63,153,51,40,18,26,61
2022,Hughes-Myers,VAN,pairing,59,10680,10,11,22,57,16,26,7,15,30
2022,Teravainen-Kotkaniemi-Necas,CAR,line,24,9021,12,9,18,30,31,42,6,3,6
2022,Tkachuk-Bennett-Luostarinen,FLA,line,17,4460,8,5,12,33,11,15,4,9,18
2022,Forsling-Ekblad,FLA,pairing,58,44203,40,73,160,233,112,120,35,67,149
2022,Bryson-Jokiharju,BUF,pairing,19,2849,1,4,8,21,5,8,2,5,10
2022,Dowd-Johansson-Hathaway,WSH,line,19,1961,3,2,7,22,3,2,0,2,7
2022,Hall-Krejci-Pastrnak,BOS,line,48,9438,5,7,14,64,15,41,4,10,20
2022,Brown-Soderstrom,ARI,pairing,11,1994,2,7,14,28,1,7,1,1,2
2022,Cole-Bogosian,TBL,pairing,36,4689,2,6,15,27,13,16,4,3,11
2022,Parise-Barzal-Palmieri,NYI,line,12,2329,1,3,6,13,3,12,1,1,2
2022,Mcnabb-Pietrangelo,VGK,pairing,42,3009,0,2,4,15,8,7,4,3,6
2022,Foligno-Hartman-Steel,MIN,line,12,727,0,1,2,4,1,1,2,1,2
2022,Kreider-Zibanejad-Tarasenko,NYR,line,12,5875,3,1,2,43,10,18,1,6,12
2022,Robertson-Seguin-Pavelski,DAL,line,32,6828,9,6,12,46,15,26,4,6,12
2022,Johnson-Dickinson-Raddysh,CHI,line,10,2985,0,5,10,23,10,8,1,2,4
2022,Kerfoot-Matthews-Nylander,TOR,line,14,868,1,0,0,4,0,6,0,0,0
2022,Luostarinen-Barkov-Reinhart,FLA,line,12,2518,2,0,0,14,5,4,0,1,2
2022,Shore-Ryan-Mcleod,EDM,line,13,1615,3,4,8,17,7,3,1,1,2
2022,Edmundson-Xhekaj,MTL,pairing,27,5745,3,9,27,42,8,30,3,7,20
2022,Graves-Smith,NJD,pairing,43,2979,2,3,6,19,7,9,1,5,10
2022,Jokiharju-Lyubushkin,BUF,pairing,18,918,1,0,0,3,2,2,1,1,2
2022,Orlov-Van Riemsdyk,WSH,pairing,34,6141,5,5,10,39,15,20,4,6,15
2022,Burns-Chatfield,CAR,pairing,30,6244,8,3,6,37,22,18,2,1,2
2022,Marner-Tavares-Nylander,TOR,line,16,785,1,0,0,5,3,4,2,0,0
2022,Kaprizov-Steel-Zuccarello,MIN,line,38,21258,18,15,30,88,52,37,12,14,28
2022,Engvall-Holmberg-Kerfoot,TOR,line,11,1419,0,0,0,13,2,3,2,0,0
2022,Rodrigues-Newhook-Rantanen,COL,line,22,734,0,0,0,6,0,1,2,2,4
2022,Vesey-Zibanejad-Kreider,NYR,line,21,8270,7,5,10,72,19,20,5,6,12
2022,Kerfoot-Tavares-Nylander,TOR,line,16,2732,3,11,22,19,9,7,2,0,0
2022,Gadjovich-Lorentz-Lindblom,SJS,line,23,8830,2,13,41,102,14,20,8,10,35
2022,Dumoulin-Rutta,PIT,pairing,49,17122,5,20,40,130,40,41,14,19,39
2022,Boldy-Dewar-Shaw,MIN,line,13,926,0,3,8,8,0,1,2,0,0
2022,Kerfoot-Matthews-Marner,TOR,line,17,4478,5,4,8,24,13,19,6,5,10
2022,Kerfoot-Tavares-Jarnkrok,TOR,line,11,810,0,0,0,0,1,4,2,2,2
2022,Giordano-Liljegren,TOR,pairing,48,11821,12,11,24,64,31,29,6,12,22
2022,Cousins-Lundell-White,FLA,line,11,1376,1,0,0,10,2,3,0,1,2
2022,Sanderson-Chychrun,OTT,pairing,10,1540,1,1,2,12,2,5,4,2,4
2022,Heinen-Carter-Mcginn,PIT,line,15,7769,2,15,31,91,11,21,3,6,15
2022,Engvall-Kampf-Jarnkrok,TOR,line,17,3954,2,3,6,21,14,6,4,0,0
2022,Slafkovsky-Evans-Pezzetta,MTL,line,10,2786,1,3,6,32,5,7,4,1,2
2022,Dunn-Schultz,SEA,pairing,48,3215,5,3,6,14,4,6,4,6,12
2022,Connor-Scheifele-Wheeler,WPG,line,44,3762,3,10,20,22,13,10,5,3,6
2022,Lafrenire-Chytil-Kakko,NYR,line,58,23923,23,27,57,148,70,68,17,18,39
2022,Englund-Johnson,COL,pairing,28,3987,4,3,9,45,8,8,1,4,11
2022,Sergachev-Foote,TBL,pairing,25,7017,6,6,18,56,22,15,4,8,22
2022,Poehling-Blueger-Archibald,PIT,line,17,7410,5,6,12,124,16,10,2,8,16
2022,Johnson-Sillinger-Chinakhov,CBJ,line,10,1861,1,2,4,23,4,4,4,0,0
2022,Lafrenire-Zibanejad-Kakko,NYR,line,18,4041,4,2,4,18,5,14,2,2,4
2022,Deangelo-Braun,PHI,pairing,24,1206,0,0,0,5,0,2,1,0,0
2022,Forsling-Montour,FLA,pairing,67,18817,21,23,49,95,44,47,14,22,50
2022,Matthews-Tavares-Marner,TOR,line,28,1821,2,0,0,14,2,9,0,1,2
2022,Harris-Kovacevic,MTL,pairing,54,34822,26,39,84,203,76,126,23,38,84
2022,Macdonald-Johnson,COL,pairing,15,3038,2,2,2,28,3,4,2,5,10
2022,Foligno-Coyle-Zacha,BOS,line,12,804,2,2,4,3,2,2,0,0,0
2022,Beaulieu-Benoit,ANA,pairing,12,1059,0,3,9,7,4,2,2,2,7
2022,Hinostroza-Cozens-Peterka,BUF,line,11,3913,2,3,6,14,9,10,4,5,10
2022,Dahlin-Power,BUF,pairing,59,12055,16,17,36,41,25,24,5,18,36
2022,Rielly-Holl,TOR,pairing,42,9786,11,8,16,67,29,33,11,6,14
2022,Lindgren-Schneider,NYR,pairing,35,1717,3,1,2,17,3,5,0,0,0
2022,Tkachuk-Barkov-Reinhart,FLA,line,24,1773,4,3,6,2,2,6,2,3,6
2022,Maatta-Hagg,DET,pairing,21,3323,3,2,7,36,10,8,1,6,12
2022,Myers-Bear,VAN,pairing,29,2971,1,2,7,16,6,9,2,4,11
2022,Marchment-Dellandrea-Johnston,DAL,line,37,1506,0,4,14,9,3,2,1,2,10
2022,Nugent-Hopkins-Draisaitl-Yamamoto,EDM,line,19,4357,5,3,9,21,13,15,2,2,7
2022,Sttzle-Giroux-Tkachuk,OTT,line,55,23238,24,26,55,186,48,61,17,28,61
2022,Zucker-Malkin-Rust,PIT,line,48,24239,20,25,50,200,59,85,18,19,38
2022,Teravainen-Kotkaniemi-Jarvis,CAR,line,30,4926,3,3,6,29,18,15,4,3,6
2022,Kurashev-Domi-Raddysh,CHI,line,25,6926,3,3,9,44,23,13,3,4,11
2022,Bean-Gudbranson,CBJ,pairing,13,6958,1,10,26,45,9,9,6,8,24
2022,Valimaki-Nemeth,ARI,pairing,41,2380,1,3,6,24,3,10,2,4,8
2022,Debrincat-Brassard-Batherson,OTT,line,10,1813,1,1,2,12,4,2,1,1,2
2022,Heiskanen-Lundkvist,DAL,pairing,42,15427,9,17,34,75,28,33,12,16,32
2022,Schmaltz-Bjugstad-Keller,ARI,line,22,831,0,0,0,3,3,2,1,1,2
2022,Guhle-Savard,MTL,pairing,30,21532,14,20,43,119,41,83,22,20,43
2022,York-Deangelo,PHI,pairing,26,2165,1,2,7,14,6,5,0,1,2
2022,Janmark-Nugent-Hopkins-Yamamoto,EDM,line,14,5015,4,6,12,25,13,14,3,4,8
2022,Rodrigues-Mackinnon-Rantanen,COL,line,39,8150,11,12,27,30,21,17,9,6,15
2022,Tanev-Wennberg-Schwartz,SEA,line,24,4676,1,5,10,25,11,7,2,2,6
2022,Trouba-Schneider,NYR,pairing,35,2549,4,3,9,27,4,7,3,1,5
2022,Bayreuther-Boqvist,CBJ,pairing,21,12474,8,10,20,89,16,28,13,8,16
2022,Van Riemsdyk-Jensen,WSH,pairing,51,6743,6,7,14,38,13,19,5,5,10
2022,Irwin-Jensen,WSH,pairing,25,1722,0,1,2,15,4,1,2,0,0
2022,Macdermid-Hunt,COL,pairing,19,5314,4,7,23,27,4,7,4,8,25
2022,Nurse-Broberg,EDM,pairing,24,1323,2,1,2,9,3,11,1,1,2
2022,Bahl-Marino,NJD,pairing,10,1743,0,4,8,16,4,5,1,0,0
2022,Theodore-Martinez,VGK,pairing,30,2364,4,1,2,15,4,4,4,4,8
2022,Kassian-Boyd-Keller,ARI,line,16,1070,1,0,0,4,2,5,2,0,0
2022,Henrique-Mctavish-Silfverberg,ANA,line,10,1157,3,0,0,4,1,2,3,2,4
2022,Guhle-Wideman,MTL,pairing,12,870,3,2,7,8,2,1,1,2,7
2022,Svechnikov-Hertl-Meier,SJS,line,12,1946,3,3,6,10,3,5,3,3,6
2022,Oesterle-Hronek,DET,pairing,24,1945,3,1,2,14,3,2,1,2,4
2022,Van Riemsdyk-Frost-Konecny,PHI,line,20,2107,0,2,4,10,6,5,0,2,4
2022,Dahlin-Fitzgerald,BUF,pairing,18,1451,1,3,6,8,4,3,1,0,0
2022,Nugent-Hopkins-Draisaitl-Puljujarvi,EDM,line,11,1416,1,1,2,10,2,3,3,2,4
2022,Harrington-Benning,SJS,pairing,15,1345,1,2,4,15,2,6,2,2,4
2022,Maccelli-Mcbain-Kassian,ARI,line,10,2133,0,6,15,24,7,6,0,6,15
2022,Gustafsson-Carlson,WSH,pairing,25,17273,14,16,43,96,46,36,15,20,49
2022,Kubalik-Larkin-Perron,DET,line,32,5406,8,8,16,33,12,14,4,8,16
2022,Watson-Kastelic-Kelly,OTT,line,33,7825,2,15,51,150,15,18,7,17,55
2022,Anderson-Dvorak-Dadonov,MTL,line,14,611,1,0,0,4,1,2,0,0,0
2022,Farabee-Laughton-Tippett,PHI,line,12,1032,1,1,2,5,1,4,0,0,0
2022,Jones-Jones,CHI,pairing,47,13059,8,14,31,82,27,36,9,14,31
2022,Smith-Severson,NJD,pairing,49,24230,18,33,74,151,48,62,12,28,62
2022,Bouchard-Ceci,EDM,pairing,39,1769,0,2,4,13,6,3,2,2,4
2022,Chabot-Brannstrom,OTT,pairing,46,8994,9,11,31,80,19,25,14,17,40
2022,Pettersson-Petry,PIT,pairing,49,30356,18,30,63,274,62,73,22,29,63
2022,Mikkola-Fox,NYR,pairing,16,8671,6,10,23,51,19,43,10,7,17
2022,Gregor-Sturm-Bonino,SJS,line,11,3791,3,5,18,30,9,4,2,3,6
2022,Xhekaj-Guhle,MTL,pairing,21,770,1,2,7,9,3,3,1,1,5
2022,Raymond-Larkin-Suter,DET,line,14,5411,4,7,14,19,9,13,3,6,12
2022,Kerfoot-Kampf-Jarnkrok,TOR,line,14,1194,1,1,2,9,0,1,0,0,0
2022,Bunting-Matthews-Marner,TOR,line,44,14172,14,14,31,98,40,49,9,19,41
2022,Quinn-Krebs-Peterka,BUF,line,16,1066,2,2,4,6,2,0,0,1,2
2022,Hedman-Bogosian,TBL,pairing,40,19478,16,23,58,184,41,55,10,28,68
2022,Barabanov-Couture-Bonino,SJS,line,19,3726,4,3,6,18,11,12,2,1,2
2022,Carlson-Van Riemsdyk,WSH,pairing,17,1031,0,0,0,7,4,1,1,1,2
2022,Hughes-Schenn,VAN,pairing,51,26969,28,33,95,268,53,53,19,34,89
2022,Zucker-Malkin-Rakell,PIT,line,56,15638,15,13,29,158,39,52,17,17,37
2022,Comtois-Zegras-Terry,ANA,line,20,2547,4,8,19,9,5,9,4,8,19
2022,Cates-Laughton-Konecny,PHI,line,17,1027,3,2,4,6,1,3,1,0,0
2022,Gregor-Hertl-Meier,SJS,line,13,2599,1,1,2,23,13,5,0,1,2
2022,Bonino-Sturm-Labanc,SJS,line,10,895,0,1,2,8,3,3,0,0,0
2022,Nyquist-Roslovic-Johnson,CBJ,line,13,1517,1,3,4,10,1,2,1,2,4
2022,Van Riemsdyk-Cates-Allison,PHI,line,12,843,1,0,0,6,4,1,0,0,0
2022,Van Riemsdyk-Frost-Macewen,PHI,line,11,1694,0,3,9,22,1,3,0,2,7
2022,Forsberg-Duchene-Granlund,NSH,line,20,9981,7,15,38,71,32,29,10,11,24
2022,Hedman-Myers,TBL,pairing,11,1171,2,0,0,10,3,6,1,1,2
2022,Ovechkin-Kuznetsov-Mantha,WSH,line,22,1364,1,0,0,11,2,7,1,1,2
2022,Miller-Pettersson-Mikheyev,VAN,line,13,614,0,0,0,5,0,3,0,2,4
2022,Holloway-Ryan-Mcleod,EDM,line,21,2854,3,4,8,22,7,11,2,2,4
2022,Brodie-Giordano,TOR,pairing,36,2706,0,2,4,15,15,7,2,3,6
2022,Forsberg-Parssinen-Granlund,NSH,line,16,5523,4,3,6,38,17,13,2,9,18
2022,Gravel-Fabbro,NSH,pairing,16,6488,1,13,29,69,14,22,5,8,19
2022,Palat-Hischier-Bratt,NJD,line,21,11167,10,8,16,62,25,22,6,6,12
2022,Hanley-Miller,DAL,pairing,16,3681,1,4,14,23,5,9,2,9,24
2022,Carrier-Leschyshyn-Kolesar,VGK,line,13,3226,1,4,8,44,2,4,1,2,4
2022,Durzi-Walker,LAK,pairing,17,803,0,2,4,5,1,2,0,1,2
2022,Donato-Beniers-Eberle,SEA,line,18,620,1,0,0,5,4,1,0,1,2
2022,Tkachuk-Pinto-Batherson,OTT,line,29,1216,0,3,6,10,1,2,1,2,4
2022,Bahl-Hamilton,NJD,pairing,19,1388,2,1,5,8,2,1,1,2,7
2022,Kulak-Barrie,EDM,pairing,58,32387,21,40,88,246,79,84,19,45,98
2022,Verhaeghe-Barkov-Reinhart,FLA,line,33,7133,3,8,16,23,13,21,3,16,32
2022,Joshua-Horvat-Boeser,VAN,line,12,956,2,2,4,8,0,4,2,0,0
2022,Dumoulin-Ruhwedel,PIT,pairing,29,3375,1,5,10,31,8,7,2,1,2
2022,Leddy-Tucker,STL,pairing,14,679,0,3,6,10,1,2,0,2,4
2022,Edler-Roy,LAK,pairing,30,4523,4,1,2,37,9,5,3,3,6
2022,Schmidt-Pionk,WPG,pairing,56,5324,1,3,6,41,6,14,2,2,4
2022,Maccelli-Mcbain-Crouse,ARI,line,18,7282,8,8,25,77,11,18,4,8,25
2022,Dube-Lindholm-Toffoli,CGY,line,43,18972,21,23,50,128,40,50,17,19,44
2022,Soucy-Borgen,SEA,pairing,59,28001,24,34,77,253,76,59,19,25,63
2022,Brassard-Pinto-Batherson,OTT,line,15,2856,3,3,6,20,6,6,2,3,6
2022,Fehervary-Carlson,WSH,pairing,15,4016,2,3,9,58,8,14,3,6,15
2022,Brisebois-Myers,VAN,pairing,13,6701,4,8,22,51,9,10,6,5,16
2022,Theodore-Whitecloud,VGK,pairing,23,1118,1,0,0,11,2,4,1,1,2
2022,Morrissey-Stanley,WPG,pairing,15,791,2,0,0,4,2,3,1,0,0
2022,Dubois-Scheifele-Connor,WPG,line,27,2581,1,3,6,12,6,5,0,1,2
2022,Cousins-Staal-White,FLA,line,17,4404,4,3,6,42,12,11,5,5,10
2022,Kulikov-White,ANA,pairing,11,1088,1,2,4,7,3,6,1,1,2
2022,Foligno-Eriksson Ek-Boldy,MIN,line,13,4022,1,2,4,37,8,3,0,1,2
2022,Dahlin-Bryson,BUF,pairing,39,10463,3,10,22,44,19,23,11,18,36
2022,Roy-Durzi,LAK,pairing,61,47739,32,56,121,297,72,120,40,46,102
2022,Romanov-Mayfield,NYI,pairing,67,29109,16,43,104,304,58,84,18,35,85
2022,Edler-Doughty,LAK,pairing,25,1102,0,2,4,11,0,1,1,1,2
2022,Edmundson-Guhle,MTL,pairing,28,16411,9,21,45,112,35,44,15,21,45
2022,Martinook-Staal-Fast,CAR,line,63,39443,31,45,91,227,85,78,24,38,79
2022,Kurashev-Domi-Kane,CHI,line,35,7536,10,6,12,33,16,28,13,2,4
